CASE0__sample0,CASE0__sample1,CASE0__sample10,CASE0__sample11,CASE0__sample12,CASE0__sample13,CASE0__sample14,CASE0__sample15,CASE0__sample16,CASE0__sample17,CASE0__sample18,CASE0__sample19,CASE0__sample2,CASE0__sample20,CASE0__sample21,CASE0__sample22,CASE0__sample23,CASE0__sample24,CASE0__sample25,CASE0__sample26,CASE0__sample27,CASE0__sample28,CASE0__sample29,CASE0__sample3,CASE0__sample30,CASE0__sample31,CASE0__sample32,CASE0__sample33,CASE0__sample34,CASE0__sample35,CASE0__sample36,CASE0__sample37,CASE0__sample38,CASE0__sample39,CASE0__sample4,CASE0__sample5,CASE0__sample6,CASE0__sample7,CASE0__sample8,CASE0__sample9,CASE1__sample0,CASE1__sample1,CASE1__sample10,CASE1__sample11,CASE1__sample12,CASE1__sample13,CASE1__sample14,CASE1__sample15,CASE1__sample16,CASE1__sample17,CASE1__sample18,CASE1__sample19,CASE1__sample2,CASE1__sample20,CASE1__sample21,CASE1__sample22,CASE1__sample23,CASE1__sample24,CASE1__sample25,CASE1__sample26,CASE1__sample27,CASE1__sample28,CASE1__sample29,CASE1__sample3,CASE1__sample30,CASE1__sample31,CASE1__sample32,CASE1__sample33,CASE1__sample34,CASE1__sample35,CASE1__sample36,CASE1__sample37,CASE1__sample38,CASE1__sample39,CASE1__sample4,CASE1__sample5,CASE1__sample6,CASE1__sample7,CASE1__sample8,CASE1__sample9,CASE2__sample0,CASE2__sample1,CASE2__sample10,CASE2__sample11,CASE2__sample12,CASE2__sample13,CASE2__sample14,CASE2__sample15,CASE2__sample16,CASE2__sample17,CASE2__sample18,CASE2__sample19,CASE2__sample2,CASE2__sample20,CASE2__sample21,CASE2__sample22,CASE2__sample23,CASE2__sample24,CASE2__sample25,CASE2__sample26,CASE2__sample27,CASE2__sample28,CASE2__sample29,CASE2__sample3,CASE2__sample30,CASE2__sample31,CASE2__sample32,CASE2__sample33,CASE2__sample34,CASE2__sample35,CASE2__sample36,CASE2__sample37,CASE2__sample38,CASE2__sample39,CASE2__sample4,CASE2__sample5,CASE2__sample6,CASE2__sample7,CASE2__sample8,CASE2__sample9,CASE3__sample0,CASE3__sample1,CASE3__sample10,CASE3__sample11,CASE3__sample12,CASE3__sample13,CASE3__sample14,CASE3__sample15,CASE3__sample16,CASE3__sample17,CASE3__sample18,CASE3__sample19,CASE3__sample2,CASE3__sample20,CASE3__sample21,CASE3__sample22,CASE3__sample23,CASE3__sample24,CASE3__sample25,CASE3__sample26,CASE3__sample27,CASE3__sample28,CASE3__sample29,CASE3__sample3,CASE3__sample30,CASE3__sample31,CASE3__sample32,CASE3__sample33,CASE3__sample34,CASE3__sample35,CASE3__sample36,CASE3__sample37,CASE3__sample38,CASE3__sample39,CASE3__sample4,CASE3__sample5,CASE3__sample6,CASE3__sample7,CASE3__sample8,CASE3__sample9,CASE4__sample0,CASE4__sample1,CASE4__sample10,CASE4__sample11,CASE4__sample12,CASE4__sample13,CASE4__sample14,CASE4__sample15,CASE4__sample16,CASE4__sample17,CASE4__sample18,CASE4__sample19,CASE4__sample2,CASE4__sample20,CASE4__sample21,CASE4__sample22,CASE4__sample23,CASE4__sample24,CASE4__sample25,CASE4__sample26,CASE4__sample27,CASE4__sample28,CASE4__sample29,CASE4__sample3,CASE4__sample30,CASE4__sample31,CASE4__sample32,CASE4__sample33,CASE4__sample34,CASE4__sample35,CASE4__sample36,CASE4__sample37,CASE4__sample38,CASE4__sample39,CASE4__sample4,CASE4__sample5,CASE4__sample6,CASE4__sample7,CASE4__sample8,CASE4__sample9
64.615274,79.086484,95.278002,56.111124,102.79897,86.262199,87.941618,86.517049,73.303853,100.89497,68.355241,88.185977,61.767985,95.962821,56.248273,82.742173,45.745789,110.88507,73.361834,80.432042,81.185416,94.055591,69.47782,76.739268,70.591082,49.915963,61.26394,81.827053,90.625698,89.869433,88.107352,111.30104,87.004738,98.606303,55.864776,66.573839,83.975712,72.440332,62.873555,110.56285,67.287987,74.275156,79.676228,72.012297,80.34206,127.38591,72.470635,55.833875,62.797081,104.38919,58.647515,77.043188,64.162876,57.584733,73.059718,81.917732,84.49857,62.203989,86.972801,90.099406,88.589578,113.36377,109.57623,75.434057,79.10865,94.428943,94.341261,105.11882,106.41506,75.728871,105.04596,92.203878,78.163138,69.422075,54.08911,62.535171,89.759559,90.028545,114.4524,60.198021,54.976456,75.037207,99.522987,64.12526,84.851839,89.185096,68.109256,64.014413,79.790841,62.124634,86.322286,66.222532,63.24484,124.31182,59.520454,110.50981,69.087335,92.863336,63.776736,79.427572,101.72948,92.930686,61.89921,93.483068,105.76501,56.594178,67.108654,83.085657,72.053969,66.817513,89.005939,65.355434,76.990414,97.541467,83.940776,115.92746,80.809766,83.968558,99.7823,80.075002,83.473481,91.012083,98.451435,76.253919,82.282253,94.39675,60.427263,69.166189,52.089993,63.925181,95.923906,66.896316,85.448418,93.520393,91.605261,69.936149,51.316429,95.397246,92.190088,91.051894,71.762238,71.389173,74.884123,93.044409,71.492363,55.76363,56.318084,84.669187,70.683126,94.585674,83.661192,88.370793,62.418759,79.647625,60.263057,107.39959,113.34013,93.941711,120.18307,73.83922,67.25621,88.656212,103.67587,97.142681,54.909413,87.90859,61.546167,85.063317,97.847245,58.064712,106.95295,55.633026,81.77165,66.694319,93.990024,79.718813,87.535181,69.334065,88.854281,92.421241,62.641736,74.369167,88.965449,96.461323,97.623894,86.661407,74.589179,79.491886,69.078076,67.784744,90.081156,59.917286,80.856398,90.278446,89.53274,74.302385,92.514785,93.594771,85.353345,69.148597
71.394404,80.351941,92.611111,81.922167,111.02141,78.270599,89.530362,78.308028,76.001296,103.82253,81.558877,82.308281,54.619208,114.87491,64.874617,71.147624,65.038282,69.835603,59.335133,87.607785,67.726604,102.66541,95.172165,65.910111,56.080938,70.472919,73.228488,92.524585,98.177244,112.79654,96.782027,102.55897,102.38498,100.35459,58.474473,63.422492,99.02594,79.435789,59.956589,101.42922,66.32876,87.505486,91.087258,76.683346,95.20371,88.971872,64.77797,56.023532,56.251638,98.481254,67.62442,57.624328,56.216552,59.741123,85.229608,100.76587,60.577406,47.816687,101.77221,106.02349,78.811274,100.71658,84.549963,90.25632,62.722655,78.935666,96.027428,109.63171,98.645007,82.72777,96.343811,94.432459,91.926943,63.457632,66.791195,93.513431,68.622719,84.165617,87.208064,79.661769,58.187978,67.746159,99.833504,64.485718,83.511748,117.83418,95.276981,89.56606,96.503593,56.407394,73.759417,73.044395,67.900684,90.67218,51.800947,87.156542,67.223087,96.824335,57.93745,69.601646,97.063888,67.993232,60.006764,107.45065,102.66401,67.633431,76.092669,92.216858,55.474572,71.550143,77.515168,88.723252,110.30512,85.964917,78.402774,91.264846,77.73536,110.3053,107.73218,91.911003,62.001619,110.1356,105.21117,76.743968,73.992097,83.02053,62.621011,79.544901,60.197508,71.943005,83.143409,68.122504,110.96645,94.596742,106.04202,101.40163,59.132407,101.66902,111.16811,73.432649,62.007155,58.453406,87.029704,82.416333,84.67413,62.332379,65.18035,95.971209,83.278914,93.162544,69.529318,102.56509,62.472682,89.837941,62.26445,109.33466,105.61202,104.17694,93.446016,65.660373,76.014772,119.33043,114.34079,92.351955,60.135497,85.417474,52.21523,92.556294,120.74545,67.291827,96.43132,72.978281,76.79858,58.760826,82.870356,72.492304,82.77983,54.477217,74.687255,116.18025,57.93402,110.56525,109.82681,121.16139,86.031964,90.917362,101.90295,70.177867,64.458349,64.609402,110.4653,54.113644,61.775432,78.165472,103.59565,84.025503,72.314804,90.442856,67.694516,74.298739
58.45095,80.391769,77.780751,63.003334,93.85069,93.326489,87.831609,88.033373,67.317179,104.54158,82.118663,84.804418,61.741093,83.329785,55.804265,80.239352,48.472352,108.38508,76.937125,69.568955,76.620916,71.117554,72.817889,83.208296,72.089452,54.559149,61.823834,95.491515,98.165079,103.576,89.864722,104.49586,94.0229,110.96122,56.12264,67.485629,81.602637,78.080679,65.520348,111.24113,65.571238,88.904532,84.143343,65.745172,76.050022,121.56271,76.731453,57.977865,57.406906,114.42677,62.352192,72.017411,65.986511,54.244789,69.730985,85.861788,82.020946,62.413442,86.147422,92.155684,90.846742,110.34068,107.72963,69.228003,80.506514,94.062176,89.208545,100.91726,118.52857,77.094196,93.539636,95.378816,82.993399,65.978342,56.879132,64.985034,84.167926,96.293218,103.2699,64.432087,55.068777,78.095718,95.208302,66.905921,82.055226,91.223006,86.128123,74.068055,86.394101,61.846349,74.478098,65.116347,66.938364,113.00253,58.670879,101.20438,67.088954,95.291108,58.686103,77.693074,117.41921,92.030612,66.207778,104.12913,84.009407,52.982498,80.021928,82.620607,73.926668,64.34943,101.24247,62.913474,83.930779,97.939662,84.854714,115.96282,86.547537,93.433693,105.20908,90.954872,78.265003,92.426577,81.175653,78.708594,82.105208,87.064622,63.790013,75.497801,56.078858,58.105523,86.681873,76.144852,78.739649,97.683534,95.26556,68.9436,51.178911,107.27817,85.860526,95.977378,68.405313,69.16133,80.829578,99.278258,67.287375,54.817648,51.846268,79.651336,73.746713,88.383222,71.953748,81.160636,69.131398,74.792,57.255549,108.93655,99.379766,109.98594,106.60145,74.778682,65.317896,96.516975,104.57365,101.52898,59.047747,82.641908,60.054491,85.700707,99.446065,59.264486,91.45136,59.371776,69.236662,67.702517,87.349669,80.682339,81.314604,67.845497,84.126925,89.707408,60.760541,82.929681,103.2054,79.704277,105.64116,88.04135,74.977277,73.231697,66.163692,71.501616,84.392775,56.317257,75.560672,73.574072,93.737987,75.872278,95.942088,85.739317,77.193144,68.802959
71.995547,79.590402,110.74529,74.550082,116.89535,91.062031,83.570864,82.44646,86.966394,97.331506,74.449228,85.607627,53.717313,108.47923,60.650108,68.871029,59.264227,88.897273,67.238512,88.344371,66.271282,119.59103,92.317879,64.319535,61.166367,68.606623,73.854568,81.989391,103.04676,107.03695,109.96266,114.26033,91.404592,95.970704,59.212437,63.972728,101.58981,78.018482,56.80604,100.68286,67.075353,80.521066,93.23352,85.602681,95.254545,103.79401,71.277352,59.551487,66.019862,113.3383,60.810093,67.620205,54.685591,60.818528,75.420751,102.15634,74.049057,51.862158,103.60551,103.35996,76.91841,100.33166,102.23243,91.062893,66.665315,87.604991,101.89714,94.623108,80.052583,76.617674,106.36392,90.945329,87.384645,62.272328,64.280642,88.32755,74.00699,90.445075,101.28919,76.920803,55.619138,65.825068,102.07835,62.120483,89.929245,107.22281,82.765826,83.056393,84.860514,60.725338,79.12823,80.08321,61.317827,103.68208,52.76004,89.468279,63.155022,94.498522,59.190019,64.54897,97.295772,80.03209,54.956471,95.797078,104.73296,71.990782,65.848074,92.833242,56.968176,69.746905,77.914392,87.220319,99.740385,95.406846,76.156684,95.788522,72.341093,104.05669,108.71043,84.347429,73.544759,111.65373,118.8349,82.875755,76.681425,96.417478,57.19273,72.551435,59.534885,76.896073,90.477561,59.662039,106.66607,96.342309,103.56191,96.862509,60.158394,92.964849,107.94182,83.202494,71.930243,60.051925,72.890348,92.256935,84.345761,59.486537,68.43713,107.2578,82.971108,90.403829,70.338755,108.60954,62.622883,89.103955,65.968525,96.96564,111.08809,97.49821,109.0203,69.330863,80.489971,90.209411,105.89064,109.21241,56.276204,81.208517,56.217637,92.181355,103.62523,62.469979,94.719455,68.647103,83.122184,57.129252,77.199204,77.953885,81.676901,58.666501,75.133885,117.14814,58.283421,109.03316,91.018164,111.61329,86.910004,97.222044,100.53304,79.344157,66.176533,64.557352,101.31515,57.999327,61.636209,90.536187,92.10741,76.30047,74.611022,99.367689,75.206875,72.620416
64.364398,85.217131,79.312393,72.315907,112.95817,82.869295,95.420804,83.691948,58.93562,113.92647,72.565418,86.147463,62.794949,93.663134,61.134804,86.46247,56.715343,93.985387,68.849092,70.079945,79.282395,73.976155,72.855964,87.183085,66.311438,56.180515,63.417411,97.940186,100.86619,106.60583,85.020965,89.893605,109.14666,103.94011,53.368025,64.599078,80.788908,78.828529,67.008259,118.75862,66.681033,90.091745,84.923492,63.970474,81.450294,108.69261,73.749664,55.49159,51.373555,86.645938,62.749249,67.488598,66.880223,55.772305,77.678164,81.931479,72.467492,57.830522,92.117148,89.553302,90.105892,108.45718,97.136304,68.431884,72.92489,86.817485,84.678193,114.43159,119.22559,87.744757,104.61929,91.280083,83.530635,64.115211,62.897113,75.249839,79.23029,88.508986,79.306032,61.032102,56.865954,75.372296,101.02478,66.441484,88.603139,97.857637,78.845961,74.79194,102.82083,56.189456,75.136269,60.79239,73.393558,114.59309,57.471533,97.588236,69.936664,91.972237,56.441862,78.65578,109.17386,86.977575,62.650705,105.19511,108.62852,53.425082,88.335191,77.730711,72.506371,75.533041,94.932799,69.840717,78.25909,86.155104,88.545342,99.428613,90.700477,76.786884,92.333015,88.357165,73.3799,96.797871,74.879156,72.734136,85.075373,78.398579,65.965172,85.341377,52.932542,56.784972,76.999698,80.955915,90.119329,85.585714,104.52351,65.31925,57.237759,111.80091,88.869058,78.933937,57.876611,66.854644,96.970259,84.315095,57.96857,58.498453,48.608165,81.858144,70.4567,82.188185,72.593572,77.632113,63.583622,69.367148,55.919167,104.02945,106.57864,106.1441,86.793433,73.398722,59.652529,109.81594,109.31746,91.444438,63.445119,85.161529,58.63417,87.634985,109.48014,65.186441,105.90517,66.634771,68.460761,70.632375,95.345867,63.161121,83.360203,61.81948,83.518107,97.506987,61.307773,74.988842,110.40655,105.30633,95.541484,86.308861,87.594965,61.746231,69.671767,71.213645,110.93452,48.806876,77.421123,80.104744,101.78895,80.992516,98.827497,73.776423,76.420274,65.3831
70.677909,77.843177,104.2745,69.236692,106.86076,95.682951,87.865263,90.50547,89.011915,90.321453,82.050929,84.574854,53.743143,114.49797,58.379448,60.736725,51.841868,98.721471,67.086872,92.588195,70.500361,110.28991,90.462699,60.111138,63.093016,65.001495,64.723785,77.837776,97.084048,100.26752,105.02761,128.47621,91.9632,97.548232,58.3072,68.573063,96.189597,75.404511,55.095519,79.590334,65.115653,72.589852,92.81329,76.790401,86.161331,103.77353,70.580475,55.551002,66.481123,124.68311,67.663269,67.75161,52.155584,64.579392,69.431531,95.779698,75.466567,53.669525,94.490663,104.29446,68.491062,95.013602,106.81222,89.754109,66.179537,90.817014,106.1728,89.477558,102.60861,70.851411,99.58918,97.489397,84.896554,67.664975,59.62445,84.681411,75.422922,90.863409,118.62134,74.761071,55.575093,65.279264,97.983368,58.599633,75.32445,103.65223,87.524732,79.354217,79.116427,59.218708,75.752135,80.370623,57.131331,90.628248,58.065922,95.354837,65.929451,92.614199,59.517415,72.019646,108.6221,76.960701,63.299357,109.50282,87.736528,69.001013,62.933677,90.577354,58.155716,66.988191,80.136947,81.607808,93.626474,99.707244,72.274666,115.4188,66.104477,108.8293,122.70612,96.118133,71.410991,99.273048,116.0154,81.598185,77.73532,95.291148,61.321047,72.067735,60.162953,81.686267,96.901515,57.457415,90.0491,102.79522,98.220539,94.252178,54.02827,93.493981,114.1946,96.863901,73.64775,63.881039,70.244036,99.332596,90.948098,57.25203,67.62844,97.423489,88.018107,102.01191,73.932669,110.18315,68.130089,95.076809,64.907397,121.2342,120.41775,110.35092,117.83646,63.685492,84.854437,93.892615,104.83198,96.014625,54.60166,90.090697,58.015328,89.623724,113.74343,58.690924,87.880092,66.615317,88.280797,58.626886,87.009613,93.313397,82.938301,62.978509,83.26954,101.38955,60.898809,111.13747,98.342117,96.921602,97.505565,95.752878,88.483898,83.418752,61.652833,63.417449,85.053283,63.699016,61.384697,74.632505,89.684229,70.040312,69.776003,99.34726,67.854126,73.652482
65.031393,78.97539,74.361932,70.383485,95.8369,75.770307,86.923092,75.526485,66.474566,109.39864,73.708557,90.842387,59.396461,83.754265,61.334516,86.399224,61.428278,87.678868,64.849012,66.585996,71.540106,94.192469,72.677269,85.258165,63.122508,60.341613,75.812792,105.65098,101.41512,105.96444,92.513986,91.532914,93.57112,101.77347,59.238356,59.708519,89.67055,85.676549,69.574181,119.57273,66.060245,100.40528,84.846925,70.210918,89.097528,116.69353,73.541811,61.956838,53.811784,105.45017,54.621533,63.689078,69.035009,51.061851,83.316485,97.851127,73.547345,58.654667,94.235452,97.119504,99.355961,114.42583,101.78273,74.620689,74.811974,94.534682,86.443328,113.63237,105.78099,85.094367,96.35984,86.804747,87.986211,59.2196,68.386988,70.660448,83.45095,90.360271,82.179229,70.368074,56.178202,77.837846,91.930313,71.935643,94.983729,89.263385,87.8205,90.88201,99.717442,62.117485,71.017819,58.058258,69.81034,115.92484,51.835039,94.721448,68.781411,100.89357,56.249576,73.849306,107.53586,83.235785,61.191862,96.645446,110.32336,63.793013,84.555216,83.859496,72.663372,68.415339,98.485455,77.991685,104.96682,86.377399,88.247663,95.675608,97.329698,101.75704,97.902668,89.627191,75.521591,109.14596,86.743756,83.734134,79.155708,82.636069,64.002548,79.92304,58.630062,52.38182,74.216259,82.192012,96.297426,100.57949,96.331482,84.944789,58.998134,100.53572,84.575683,74.368143,63.609641,66.744528,88.685259,92.226833,53.329674,59.500577,52.043868,97.516003,61.516508,79.65639,69.010479,81.507979,59.669657,72.41309,57.035288,98.892026,93.528208,107.81824,90.90325,76.424323,67.806016,102.45768,118.28451,112.46428,63.92392,82.826507,56.262733,84.561481,89.63909,67.083046,101.87335,63.355153,70.175885,66.421485,81.625223,59.218076,76.818564,61.420191,68.48663,111.59918,55.685798,88.202327,100.11557,124.52422,79.72873,82.254051,103.07239,67.501571,71.77703,70.182125,111.21496,50.346451,79.220942,92.758751,101.67083,89.36901,94.55716,84.929541,82.060756,67.754888
67.941193,85.518044,99.786282,65.411701,124.12319,94.209576,86.775035,87.752303,83.209145,101.94535,87.414936,81.642704,60.223927,111.00416,57.70673,73.678646,48.075515,93.766233,75.62508,93.636783,77.241373,94.719807,99.30303,63.958964,65.246583,63.429452,56.579243,75.037637,95.619769,107.29752,98.324285,111.47916,93.06594,82.293353,51.189693,70.832736,89.533431,67.899657,58.74303,106.55366,63.732133,66.221222,83.760406,81.091381,86.674613,90.770828,64.952073,50.230184,64.35302,102.75882,72.603963,71.596497,59.684837,63.314536,67.397393,85.098757,80.424979,51.531278,100.35681,96.293449,81.422581,93.339157,99.518492,86.595023,74.325915,85.681735,111.15931,97.758687,113.16013,82.020185,109.07244,98.450639,84.78535,70.140632,52.086955,79.882261,74.98572,94.040314,113.30139,65.320423,59.084874,70.426832,107.40577,57.648139,79.983332,100.88895,81.574974,67.529125,85.861068,56.109719,90.718486,80.151168,65.144104,105.11746,59.083806,98.621924,64.31315,99.275129,61.271134,77.884523,105.22277,91.859245,56.016826,114.48035,104.46103,59.187832,75.872129,85.908163,59.07231,73.217371,80.391871,73.920427,70.419659,86.066021,74.158942,100.12124,64.679578,92.87747,110.5954,90.651994,75.222101,102.87262,105.2359,70.323231,80.151219,87.245859,58.132014,76.512898,52.204531,80.414551,85.033265,57.219314,100.2268,92.773864,97.995445,85.032917,52.676898,95.289095,108.71154,86.760337,68.407735,63.76564,83.702262,84.373767,97.533259,58.197233,63.175106,91.631575,92.174767,98.426772,76.779247,93.812198,69.588507,93.308967,61.996191,109.26117,118.10986,94.892163,117.17767,63.761208,73.263312,113.63348,91.967134,82.363466,49.615021,76.120396,55.357384,90.513446,112.32576,58.267895,101.05976,65.431671,77.862364,62.037212,97.935142,90.138258,89.217837,61.619854,96.046112,99.412668,62.857613,101.85119,104.97777,91.330399,101.51555,103.78062,78.716054,81.635929,65.418629,73.273721,73.114875,61.713,60.793496,67.642469,92.676953,75.483897,80.250356,89.829176,68.595651,72.238125
69.540615,76.088628,94.596599,78.350841,101.16479,73.132242,92.803708,84.651761,74.374248,104.86176,68.754813,86.778449,54.290025,101.01027,62.391165,81.507804,62.514625,95.725672,64.965188,75.984161,66.423612,94.461974,68.001769,79.688119,66.574843,62.482993,73.869546,102.00134,103.17029,95.600039,102.96638,102.68562,109.08473,113.35169,64.061625,67.343759,102.35439,85.991697,67.087589,110.07553,71.63803,97.35726,99.436897,65.676772,88.470425,133.07605,73.064886,64.431288,56.076752,103.57082,57.216539,66.703863,62.019231,52.466512,87.60456,99.668964,70.562432,61.045914,91.472279,98.233741,77.134973,118.19841,101.64226,78.862024,64.392206,94.307108,82.947626,107.12502,102.35316,76.442626,100.84786,90.922849,88.631563,63.311891,71.651746,87.540606,80.954056,82.749251,91.472536,79.838283,56.326762,75.538832,96.144533,71.687066,80.992844,109.12929,81.256594,88.672981,93.683389,58.688676,66.337755,67.892613,71.147339,112.95422,55.12291,92.593336,69.640894,79.933172,56.340697,62.50113,111.92512,72.062451,69.337203,92.166734,94.703477,61.318995,74.244538,89.128601,66.793742,68.671789,89.647578,86.138413,110.73466,113.93994,84.189751,95.400737,93.015489,100.80137,100.41986,83.432533,66.260243,99.37851,92.760944,81.035496,67.606109,96.071438,66.463539,72.941552,62.167426,61.441916,97.781706,79.887644,90.74766,83.733954,110.44841,82.910704,60.674393,99.638138,100.26204,86.928353,67.299389,62.139341,83.728533,94.172987,59.524122,57.938299,65.268361,97.219553,68.971352,89.91911,67.933375,106.09494,60.130289,66.719903,62.503352,105.91487,105.83942,105.5528,87.337187,80.032431,72.217152,103.81015,110.36521,113.84215,67.804161,96.922213,60.539383,96.496716,111.49183,68.152667,95.432646,65.988757,83.182302,61.851022,68.511877,66.672091,79.242615,59.042375,71.540695,111.5427,60.394664,78.14489,102.24284,120.69975,95.329191,86.174965,100.71601,68.455256,66.69395,64.704594,123.31401,49.159636,80.03304,90.006508,106.84167,74.999923,86.03214,85.993764,76.521991,67.861184
62.040498,84.09751,93.047782,60.392457,109.88784,102.32008,82.988153,87.517687,73.422327,90.670596,86.433062,91.788772,61.162242,88.70156,61.834608,68.170428,51.605714,89.58065,69.145264,81.105249,75.913895,88.391744,97.100753,73.544911,62.09294,58.431202,68.191413,79.049402,84.015062,119.50632,88.433501,110.12872,77.024235,106.03698,51.015518,63.909524,73.078728,71.452481,58.522765,95.949269,60.271154,84.420005,80.566373,78.795613,75.595609,80.965128,67.344322,51.088812,61.616036,115.97586,70.453691,69.585928,64.388095,65.063743,64.75518,86.651778,73.744485,53.004378,95.758025,95.173337,95.492957,100.34829,100.81362,80.553711,80.136105,80.951652,104.81276,97.943502,103.50512,81.77229,95.54263,91.575539,78.575665,68.198774,54.167204,70.172086,73.072324,98.584931,102.85102,55.88168,53.630005,69.107296,98.440016,54.681759,89.386876,94.391928,89.860126,76.155508,85.260001,63.860572,84.413067,71.742313,58.63048,92.763535,53.351856,103.13023,64.77748,103.90311,58.207766,86.686608,99.444742,93.783503,54.688958,106.92912,105.26015,64.305722,68.809595,84.761466,69.091785,66.601657,84.482361,62.817996,87.210623,66.550769,77.729365,116.64552,72.612417,97.234522,114.86893,100.20759,79.99709,107.48343,100.17677,78.927798,93.84372,85.785907,64.673331,73.861822,54.451639,72.069828,81.950347,66.874915,99.9725,101.28745,74.820888,83.599747,52.472001,114.02613,97.900346,92.460146,68.214626,67.820793,76.23671,83.202242,86.426955,59.712171,51.130714,88.199974,83.987822,78.915343,76.675489,82.457988,69.261013,94.799425,58.892687,108.56592,109.32816,109.29518,115.50691,69.630696,71.384284,98.639762,118.66116,100.90131,54.045755,77.413041,55.740542,79.917576,101.98226,57.374688,99.695359,68.649202,66.06803,66.837444,99.809185,82.483561,82.820814,64.725872,89.53383,88.960591,60.259639,117.36165,101.20612,88.062284,94.801505,100.8897,80.85624,78.247407,64.254685,72.509117,88.440588,60.700861,58.092152,82.155657,83.278823,83.538941,91.002365,97.250147,71.494277,72.949412
73.228038,77.874469,87.780795,80.859046,104.89863,78.637135,93.456018,73.818606,80.43923,117.44024,70.481806,82.945021,60.543577,110.39641,58.495705,78.784467,57.667035,102.80548,74.737647,83.409418,73.575903,106.08763,73.363381,71.073482,66.341778,65.372838,65.612962,97.825407,115.58395,81.419646,106.75807,107.08184,109.0629,93.204676,62.278575,65.171748,111.98626,79.689816,68.337735,109.78978,68.345686,82.083869,95.55749,65.166321,90.814093,126.57185,76.001218,66.243488,61.485133,111.0336,59.200792,59.280157,53.885765,55.912847,85.145903,99.840118,78.671548,57.227752,94.445563,107.92844,70.480229,105.09633,92.757367,87.337484,67.50239,99.016964,89.188851,102.65291,104.46154,76.665788,102.51268,96.449667,97.84067,61.544941,67.863803,89.529525,76.9505,90.207778,97.215423,81.257903,57.634559,76.261817,94.802053,73.131743,87.22674,106.57548,85.132318,75.11373,91.41846,56.893256,75.965718,73.522793,71.627298,109.11924,58.819849,87.907784,71.996459,93.790598,59.587282,57.925466,111.89376,69.148087,69.926771,106.73512,103.65063,61.03168,81.307342,86.808871,53.644508,73.941803,95.669154,88.735712,91.06645,114.33899,73.165465,102.20762,84.62931,97.536929,91.117527,74.408054,71.022024,99.876706,101.17981,79.432198,70.134379,88.260965,53.617591,82.953315,58.679155,62.731595,87.130139,70.176524,93.74904,96.854561,120.70877,78.356452,60.259147,92.064477,93.791326,79.274676,66.207646,58.214666,90.12118,104.42508,74.152589,58.890374,66.474053,93.914269,76.208652,98.263858,66.863039,106.94324,62.044845,73.798364,64.628379,99.81291,116.89229,105.63193,105.43938,67.971228,75.014457,100.5429,98.535576,92.406995,60.565589,80.592538,58.253326,94.289749,104.78668,61.648598,97.131043,61.723375,84.819889,59.37453,76.757211,76.679567,84.808355,55.820712,68.122813,111.21918,59.604108,79.66251,97.295944,111.82948,90.314997,77.222149,100.30755,74.802844,67.229524,62.257917,103.16361,57.273829,80.940644,80.280232,112.18351,72.873625,80.302702,76.646037,79.455763,69.99095
63.264816,88.043311,90.276729,58.946406,118.6723,94.048164,75.149377,91.82166,69.403036,95.796897,83.367499,87.233369,57.077113,97.738393,56.966611,79.625156,55.700444,98.110046,61.699243,80.231374,68.991148,87.971889,93.782146,78.744254,63.307692,59.363783,66.948349,90.041695,85.372375,116.45059,97.55977,103.40123,93.935797,106.16324,56.442239,66.370344,67.621953,84.495529,57.072626,110.56766,68.938301,91.778523,76.201459,76.814572,94.69843,100.58905,73.339237,48.508424,55.626165,107.78511,67.554419,74.882533,70.227644,60.493786,62.812444,86.227385,73.071355,51.98609,95.519204,90.181776,92.838066,112.35286,114.97965,79.444923,74.295865,77.20718,96.115421,104.36011,112.91248,85.359041,94.478542,93.837641,68.418404,69.579123,64.401976,67.854717,81.149228,83.039159,96.898131,62.998535,58.105164,71.617082,111.11962,57.907465,86.797197,99.570912,82.509406,84.860314,94.83261,64.801461,70.395079,66.356625,60.444932,122.25335,54.900906,99.965107,64.96849,96.980251,58.87032,85.078353,100.19389,89.716348,52.971827,102.06219,94.208389,63.185346,73.972256,92.51746,75.631619,68.872257,80.531185,63.038617,104.47043,89.227832,97.612595,96.271418,83.519005,93.805793,107.79362,104.177,74.468013,106.69278,77.815784,81.747967,85.381446,93.113046,72.737964,70.050944,58.052781,72.337767,89.24619,76.165155,92.712719,93.240161,88.803726,90.126606,50.833382,109.98881,104.10984,91.703415,64.841044,70.498364,78.008541,85.560411,74.874174,59.83214,52.394093,90.06075,78.831537,97.680985,78.206225,82.220285,67.16251,88.081607,56.74458,114.77365,98.040163,104.499,93.739063,72.294498,70.347794,104.32532,106.22118,100.74056,62.039431,90.23911,58.272795,91.362375,112.18854,65.216593,98.737078,68.393624,81.252486,68.31388,92.312955,70.895712,75.383584,67.985599,92.414419,110.56736,59.997302,107.27212,109.64189,101.54681,98.032912,108.04349,81.907211,72.31231,67.746743,71.992445,99.223831,54.153107,60.328699,82.350687,69.219206,80.803303,88.632382,94.248473,73.643868,65.752748
